id,label,acc,url
ca777e3f-7f92-53ba-aa53-c4d5c85eab63,Basaloid squamous cell carcinoma,C1266005,https://www.disgenet.org/browser/0/1/0/C1266005/
02a478b6-ddee-5828-a180-4a113a8776e5,Basophilic leukemia,,
30dfab49-a16e-5689-b321-a01c0d3fc18f,Bat ear,C0266614,https://www.disgenet.org/browser/0/1/0/C0266614/
551e8ffa-8161-55b7-82a6-33e5690d45cc,Beading of ribs,C0426824,https://www.disgenet.org/browser/0/1/0/C0426824/
970d0122-4dc8-5c65-8289-a6e830060166,Beaking of vertebral bodies,,
d1281807-68bf-5a01-9a92-f2757252b304,Becker Muscular Dystrophy,,
d18f9a9b-e520-5964-bed5-b13b9b915c30,Beckwith-Wiedemann Syndrome,C0004903,https://www.disgenet.org/browser/0/1/0/C0004903/
ca37523a-babf-5352-a7c2-30d3f642a58a,Behavior Disorders,,
7f87c975-fd33-547b-be1e-4769711128ab,Behavioral Symptoms,,
26e49888-65b1-5033-b236-5950bd8e931a,Behavioral tic,C0278076,https://www.disgenet.org/browser/0/1/0/C0278076/
8c43bc1f-15e8-5520-b2c4-fd4e777c0a25,Behavioral variant of frontotemporal dementia,C4011788,https://www.disgenet.org/browser/0/1/0/C4011788/
8b5bcb4f-5b32-5d4e-b9a1-85a003236046,Behcet Syndrome,C0004943,https://www.disgenet.org/browser/0/1/0/C0004943/
f233de0f-6a86-572e-8b42-b024846785fa,Bell-shaped thorax,C1865186,https://www.disgenet.org/browser/0/1/0/C1865186/
a783cf44-4dd4-57ad-a7fb-d3f0597d4d69,Bell Palsy,C0376175,https://www.disgenet.org/browser/0/1/0/C0376175/
d31198a2-6fca-5a9d-bd9b-cc021de7ce81,Benign congenital hypotonia,C0343239,https://www.disgenet.org/browser/0/1/0/C0343239/
748ca6ea-23a8-5c1f-bbeb-b8391d6e8a6f,Benign Familial Convulsion,C3889476,https://www.disgenet.org/browser/0/1/0/C3889476/
cc266c5a-fad7-5724-8a78-27fc57f2f028,Benign Hereditary Chorea,C0393584,https://www.disgenet.org/browser/0/1/0/C0393584/
2ca3c329-563c-5145-8ecb-0b57969582da,Benign Infantile Myoclonic Epilepsy,C0751120,https://www.disgenet.org/browser/0/1/0/C0751120/
2676c215-6fc4-55e3-bae5-ce30262596e8,Benign Mastocytoma,C2242987,https://www.disgenet.org/browser/0/1/0/C2242987/
a161864d-5690-5533-930b-4a65c71dc242,Benign melanocytic nevus,C1456781,https://www.disgenet.org/browser/0/1/0/C1456781/
f0db3d24-7692-59ba-954c-45ed33ac52b7,Benign Meningioma,C0281784,https://www.disgenet.org/browser/0/1/0/C0281784/
cc239365-2745-5adb-9704-8eb8e67756ab,Benign neonatal epilepsy,,
f772871e-3acf-5fc4-91d8-ef5f392c32c6,Benign Neoplasm,,
c2dab086-4c87-5b6f-97c7-68c579942173,Benign neoplasm of adrenal gland,C0154040,https://www.disgenet.org/browser/0/1/0/C0154040/
be43d785-55a1-5f2d-a4a7-f609c4605211,Benign neoplasm of aortic body and other paraganglia,,
c7bfc5fa-63be-5655-8277-4c038b48a130,Benign neoplasm of bladder,C0154017,https://www.disgenet.org/browser/0/1/0/C0154017/
f7b269a5-fc1a-59b7-8719-dd146672607a,Benign neoplasm of breast,C0346156,https://www.disgenet.org/browser/0/1/0/C0346156/
fb221a35-dedf-5c70-bf10-c8d8cb08716c,Benign neoplasm of esophagus,C0153942,https://www.disgenet.org/browser/0/1/0/C0153942/
0a30f062-1274-534e-8b7e-fc13fd66ce88,Benign neoplasm of liver,C0496870,https://www.disgenet.org/browser/0/1/0/C0496870/
e5e8ad28-417e-51f4-bda7-c94490bd16ae,Benign neoplasm of prostate,C0154009,https://www.disgenet.org/browser/0/1/0/C0154009/
8777f2cb-610a-553b-b45e-ba27943b8a68,Benign neoplasm of stomach,C0153943,https://www.disgenet.org/browser/0/1/0/C0153943/
67d4e8cf-df33-5c5c-a36e-ab54c448c806,Benign neoplasm of thyroid gland,C0154038,https://www.disgenet.org/browser/0/1/0/C0154038/
3d63dc55-14c0-5eaa-84a3-8347dd72df4a,Benign neurologic neoplasms,C0497550,https://www.disgenet.org/browser/0/1/0/C0497550/
67bc2b76-34ca-5ee1-af9e-62e45caec74e,Benign Ovarian Neoplasm,C0004997,https://www.disgenet.org/browser/0/1/0/C0004997/
f1f51e43-386d-59be-8fe7-8b5c25078e03,Benign Prostatic Hyperplasia,C1704272,https://www.disgenet.org/browser/0/1/0/C1704272/
a313648e-1598-52d2-a78c-986dc624219a,Benign recurrent intrahepatic cholestasis,C0149841,https://www.disgenet.org/browser/0/1/0/C0149841/
1c242f9b-e09b-5ee1-b566-8a0024a4c954,Benign Rolandic Epilepsy,C2363129,https://www.disgenet.org/browser/0/1/0/C2363129/
f237f13d-3f2e-515d-a6e9-f8f7d01b513b,Benign scapuloperoneal muscular dystrophy with early contractures [Emery-Dreifuss],,
7eb0ea19-790d-58b0-a3e4-fd3b1c1f41bb,Benign Struma Ovarii,C1511104,https://www.disgenet.org/browser/0/1/0/C1511104/
57daa2f3-616b-56de-8c87-8b4738314f50,Benign symmetrical lipomatosis,,
8b935bf7-b2c2-50fd-a5db-34b90384c897,Benign tumor of pancreas,C0347284,https://www.disgenet.org/browser/0/1/0/C0347284/
604b0128-2ee6-52df-9592-a0c0ec764010,Bernard-Soulier Syndrome,,
31673729-bab8-5b74-b9a6-452e6e27c980,Berylliosis,C0221052,https://www.disgenet.org/browser/0/1/0/C0221052/
c29ae4af-56a6-5d93-a06e-f9b3a158acc8,Beryllium Disease,,
d0bba0ed-9cd7-5a2d-a5ea-ae1db71617ec,Beta-2-microglobulin measurement,C0201910,https://www.disgenet.org/browser/0/1/0/C0201910/
4fa6751a-a62c-527b-939c-d85934a20a21,Beta-cell dysfunction,C1969875,https://www.disgenet.org/browser/0/1/0/C1969875/
3f1743c4-f63d-59f5-80cb-21f27de830e3,beta-Galactosidase Deficiency,C2718068,https://www.disgenet.org/browser/0/1/0/C2718068/
737d8508-0ea7-54d4-bf13-f8c9b54277d4,beta Thalassemia,,
8ee128d3-d10c-5507-ac82-82d6cb4b6e6d,Beta thalassemia intermedia,C0472767,https://www.disgenet.org/browser/0/1/0/C0472767/
8cb38545-1cd4-592a-9e56-924e1bfc5970,Beta thalassemia minor,C0869532,https://www.disgenet.org/browser/0/1/0/C0869532/
f8066048-f4fb-5a7e-a9b2-3d00c0f1a0ca,Beta thalassemia trait,C0878521,https://www.disgenet.org/browser/0/1/0/C0878521/
205b3e0d-61d4-521c-9dd2-61ba91891ac9,beta^+^ Thalassemia,,
60ec73e1-52c9-5cc9-94d3-156a393b8512,beta^0^ Thalassemia,,
53df23d0-3c12-5ffe-a0a3-12ff1ee273cd,Bethlem myopathy,,
27c4baea-e726-5beb-916e-f4f50028002e,Biconcave vertebral bodies,C1856087,https://www.disgenet.org/browser/0/1/0/C1856087/
65051c4c-9483-593f-a8e8-268810aaba89,Bicornuate uterus,C0266387,https://www.disgenet.org/browser/0/1/0/C0266387/
5127039b-8ab3-5701-b2b0-fad600594d9c,Bicoronal synostosis,C4021164,https://www.disgenet.org/browser/0/1/0/C4021164/
d07d3bb5-eace-5f88-9b74-4fde8fb8a991,Bicuspid aortic valve,,
54f7ff71-7d17-5482-af67-7e9c5594250c,BIETTI CRYSTALLINE CORNEORETINAL DYSTROPHY,C1859486,https://www.disgenet.org/browser/0/1/0/C1859486/
abe3b702-986e-5c5d-91a4-b139d9338d27,Bifid nasal tip,C0426428,https://www.disgenet.org/browser/0/1/0/C0426428/
f5792b83-a7ac-5990-8225-5b7f6210f537,Bifid scrotum,C0341787,https://www.disgenet.org/browser/0/1/0/C0341787/
7f851bcc-29b8-501c-9054-0b33a809f43e,Bifid tongue,C0266111,https://www.disgenet.org/browser/0/1/0/C0266111/
88728b1d-f99b-5aa8-8265-1a50fd857ec2,Bifid uterus,C1850327,https://www.disgenet.org/browser/0/1/0/C1850327/
6c6c0d48-6bd5-5aa8-9743-cb85e9a1c7d8,Big calvaria,,
eef06973-5387-56d7-bbec-116c2f7a72a4,bilateral breast cancer,C0281267,https://www.disgenet.org/browser/0/1/0/C0281267/
90b2e118-f3c8-5970-a8bc-416c045cc8b5,Bilateral cataracts (disorder),C0521707,https://www.disgenet.org/browser/0/1/0/C0521707/
0a87c3c0-a965-5d0e-8a98-19d6a084ef9a,Bilateral Cryptorchidism,C0431663,https://www.disgenet.org/browser/0/1/0/C0431663/
84ea4d37-9700-549c-9348-0d040dbceffa,Bilateral Deafness,C3665473,https://www.disgenet.org/browser/0/1/0/C3665473/
363b2a0c-d16c-5410-aeca-9e6df5dd1d8e,Bilateral Headache,C0423623,https://www.disgenet.org/browser/0/1/0/C0423623/
7602e670-206d-579b-8ed2-114821165fcd,Bilateral microphthalmos,C1843496,https://www.disgenet.org/browser/0/1/0/C1843496/
7392acdc-9cbc-5806-b8ab-b069668a8ed2,Bilateral nanophthalmos,C4280422,https://www.disgenet.org/browser/0/1/0/C4280422/
4f013abe-579e-5834-b1f7-c76bffcd029b,Bilateral pheochromocytoma and islet cell adenoma of the pancreas,C2930839,https://www.disgenet.org/browser/0/1/0/C2930839/
f6c474e9-5ab9-557c-9b0f-19c4489bac3a,Bilateral ptosis,,
3a10aa3a-0e73-5744-92f7-e25ab09dc204,Bilateral single transverse palmar creases,C1862095,https://www.disgenet.org/browser/0/1/0/C1862095/
8da043d4-0c18-5c4e-bdd7-d2a542dfefe5,Bilateral Wilms Tumor,C2930471,https://www.disgenet.org/browser/0/1/0/C2930471/
dfb587e6-ebaa-5f2a-9c02-1b116d1f4583,Bile duct adenoma,C0008309,https://www.disgenet.org/browser/0/1/0/C0008309/
56aeba79-0bf0-5163-8973-dcdf112d0061,Bile duct carcinoma,,
024d04e9-be82-542b-b718-2e3406bd354d,Bile Duct Diseases,C0005395,https://www.disgenet.org/browser/0/1/0/C0005395/
e89bc2c3-712e-5fc7-9a3d-7f659bbc1c7a,Bile Duct Neoplasms,C0005396,https://www.disgenet.org/browser/0/1/0/C0005396/
b4ef3f20-1dc9-5c49-ad08-e7378f64319c,Bile duct proliferation,C0267818,https://www.disgenet.org/browser/0/1/0/C0267818/
2a875b0a-da07-51f2-92e2-118116220115,Bile Reflux,C0005403,https://www.disgenet.org/browser/0/1/0/C0005403/
e432148a-09a2-55b7-9acc-7c85bae57e6c,Biliary Atresia,,
63d12c55-1d77-559d-b16e-bbe66ec7ddb3,Biliary cirrhosis,,
c348f6c6-8ff3-5232-8e26-b1296262194e,Biliary Intraepithelial Neoplasia,C0586358,https://www.disgenet.org/browser/0/1/0/C0586358/
bc050388-ddfa-54e6-b0a7-e8dec8167f30,Biliary papillomatosis,C1879344,https://www.disgenet.org/browser/0/1/0/C1879344/
8cb2dc96-09a1-57a0-aa75-bdc3e4ae4067,Biliary stricture,,
8f9fa784-38b8-5a4e-b5cd-3b8612ace4f3,Biliary System Disorder,C3275124,https://www.disgenet.org/browser/0/1/0/C3275124/
b38d3159-ca95-576c-993b-5f58a18e4068,Biliary tract abnormality,C0549613,https://www.disgenet.org/browser/0/1/0/C0549613/
ffac7d36-ceaf-5d91-8404-331196b58c99,Biliary Tract Cancer,C0750952,https://www.disgenet.org/browser/0/1/0/C0750952/
d4e49a7a-b47f-5140-9fe7-7781c25a37b8,Biliary Tract Diseases,C0005424,https://www.disgenet.org/browser/0/1/0/C0005424/
d828b458-dfba-518b-9893-e5319ea775ac,Biliary Tract Neoplasm,C0005426,https://www.disgenet.org/browser/0/1/0/C0005426/
5108b650-b01e-52c9-a830-13399dcd07ef,Bilirubin measurement,C0344395,https://www.disgenet.org/browser/0/1/0/C0344395/
0bcedd24-5b31-589c-8de6-b42c86919374,Biopsy shows villous atrophy,,
710a6878-191a-5673-b7d6-3dbcedcedd17,Biotin-Responsive Encephalopathy,C0751780,https://www.disgenet.org/browser/0/1/0/C0751780/
1ead72c8-c305-507d-9b71-877fdb0c8766,Biotinidase Deficiency,C0220754,https://www.disgenet.org/browser/0/1/0/C0220754/
2688f143-c3f5-5c5f-b395-61f26aeefdbe,Biparietal narrowing,C1854418,https://www.disgenet.org/browser/0/1/0/C1854418/
846914b8-b636-57a2-a17f-9c82f40161dd,Bipartite clavicle,,
4251fe82-0ff7-5be7-8dc5-04a5dd8b6550,Bipolar Disorder,C0005586,https://www.disgenet.org/browser/0/1/0/C0005586/
f1a7837c-a1a8-5228-a43d-4bb092a54759,Bipolar I disorder,,
e2cc510c-b3f5-5397-b17b-433622981327,Bipolar II disorder,C0236788,https://www.disgenet.org/browser/0/1/0/C0236788/
fb3eca53-fa3f-577e-811a-b1dcf18ba775,Bird-like facies,C1837758,https://www.disgenet.org/browser/0/1/0/C1837758/
a683d635-4af1-53f6-ab97-2e0f8a6ea521,Birdshot chorioretinopathy,C1853959,https://www.disgenet.org/browser/0/1/0/C1853959/
c5c2fda4-dc0e-5e41-86dc-48380c90187f,Birth length greater than 97th percentile,C1839271,https://www.disgenet.org/browser/0/1/0/C1839271/
5fe6b116-de09-59e1-97ee-639171df4835,Birth length less than 3rd percentile,C1855650,https://www.disgenet.org/browser/0/1/0/C1855650/
53538b9b-7061-52bf-a869-238bc0c727c9,Birth Weight,,
476982f1-c965-5d15-9bbb-1acdc0288261,Birthmark,C0265974,https://www.disgenet.org/browser/0/1/0/C0265974/
b742e2ad-47a4-55cc-b43d-c1eb441db127,Bisphosphonate-associated osteonecrosis,,
013583a4-9dae-5ee6-ac2c-af21983347dc,Bladder Adenocarcinoma,C0279651,https://www.disgenet.org/browser/0/1/0/C0279651/
6930acd5-f52a-53c7-a1e2-6d4fdf1f3ce5,Bladder Diverticulum,C0156273,https://www.disgenet.org/browser/0/1/0/C0156273/
b988bf12-61ba-5696-af5a-5144c1b1b64c,Bladder Exstrophy,,
8454cd5a-9485-5ffa-b4b9-b67cc0831ede,Bladder neck obstruction,C0005694,https://www.disgenet.org/browser/0/1/0/C0005694/
b4246879-6499-5987-b899-41e92e72a422,Bladder Neoplasm,,
ed9a06ad-95a7-5d46-a3d3-9c292555dd64,Bladder Squamous Cell Carcinoma,,
861b9a3c-4ddf-5236-8195-9aaaea29ca90,Blast cell proliferation,C0549414,https://www.disgenet.org/browser/0/1/0/C0549414/
6dbc38f7-ebbb-5cd4-a7f0-238cb60eb146,Blast Phase,C0005699,https://www.disgenet.org/browser/0/1/0/C0005699/
ea4e0a30-f763-5b60-af8b-862dd8386fed,Blastic plasmacytoid dendritic cell neoplasm,,
838b870b-03df-58e0-b613-bd8d5a36a9b7,Blastocyst Disintegration,C0012684,https://www.disgenet.org/browser/0/1/0/C0012684/
95f7d7c1-0f8f-5581-9193-89abc6686ea4,Blastoma,,
0a88b172-c2e5-5ef1-b9da-dbdce56eb25a,Bleeding tendency,C1458140,https://www.disgenet.org/browser/0/1/0/C1458140/
a15e88eb-6132-5bdf-a201-f112abe47902,Bleeding ulcer,C0333291,https://www.disgenet.org/browser/0/1/0/C0333291/
1658f445-ce5d-5b12-a489-9d8896dfe0f8,Blepharitis,C0005741,https://www.disgenet.org/browser/0/1/0/C0005741/
f0c67e99-da47-5c64-9d8d-583a7328e288,Blepharophimosis,,
fe675f98-48b2-5074-8db4-88773f837db4,Blepharoptosis,C0005745,https://www.disgenet.org/browser/0/1/0/C0005745/
c8d257ba-df98-5126-b453-e536db0e469f,Blepharospasm,,
31fc988a-b984-506f-ae86-af5b8fe77aea,Blind spot located at fixation point,,
d2839a63-b66d-503d-98a6-4659fd1c5a02,Blindness,,
0ff78c01-a926-57e9-8b5e-7e2decc9f7b5,Bloch Sulzberger syndrome,C0021171,https://www.disgenet.org/browser/0/1/0/C0021171/
009550a8-2f80-575c-a05c-c620409b2df2,Blonde eyebrow,,
953d587a-305d-5464-861e-5d10998a1eda,Blonde hair,C0239801,https://www.disgenet.org/browser/0/1/0/C0239801/
3cb7103f-9841-5f86-a348-79e9f72bc2a8,Blood basophil count (lab test),C0200641,https://www.disgenet.org/browser/0/1/0/C0200641/
172a1fbe-d1ba-59d9-8a5c-f1796d159617,Blood Coagulation Disorders,,
b4c18859-5bc8-5aad-b318-28267d894648,Blood group deletion syndrome,C0398568,https://www.disgenet.org/browser/0/1/0/C0398568/
68471f36-5a10-5a1e-b3c3-6e41f09b957f,Blood platelet disease,,
946d1815-32d5-5c0f-88c2-eac7d2b8aff0,Blood Platelet Disorders,C0005818,https://www.disgenet.org/browser/0/1/0/C0005818/
678c3901-43e3-5230-8d4b-eba9c0ebc347,Blood Pressure,,
e9999625-6ecf-5f37-ba0b-0bdd283e93a5,Blood pressure finding,,
f423f734-4122-5628-9c5f-b8a39da43493,Blood Sedimentation,C0005833,https://www.disgenet.org/browser/0/1/0/C0005833/
443b586d-40c7-5a64-b4dc-65f892407465,Blood urea nitrogen measurement,C0005845,https://www.disgenet.org/browser/0/1/0/C0005845/
dc07484d-ce07-5a95-b05a-e8df505430d1,Bloom Syndrome,C0005859,https://www.disgenet.org/browser/0/1/0/C0005859/
9050530b-08d0-5b39-a02b-63d9933d8a73,blue iris (physical finding),C0578626,https://www.disgenet.org/browser/0/1/0/C0578626/
76e73b74-b452-5705-bdea-68ef6319e841,Blue sclera,,
9825f1cb-bdfb-5461-a999-2f588fb472b9,Blunted affect,,
a25409c7-6cb9-5ca1-8b4f-e40de142931b,Blurred vision,,
f420148e-22de-5d3b-aab5-f275b0ae4ec9,Blushing,C0005874,https://www.disgenet.org/browser/0/1/0/C0005874/
bd062699-0993-517e-a48e-456564288878,body fat percentage (physical finding),C0518026,https://www.disgenet.org/browser/0/1/0/C0518026/
7bac02db-65a0-5b99-8d35-47b6ef5bd3e2,Body fluid retention,,
93a0d31d-165f-5d94-8f71-95b5a6acddf6,Body Height,,
2fdcebf3-3dab-5d5a-8887-333ebc227215,Body mass index,,
fdd83d5d-6681-526d-8ffc-f38344c22d1a,Body Temperature Changes,C0005904,https://www.disgenet.org/browser/0/1/0/C0005904/
5af09d71-a550-507c-a439-dc3fb6e28479,Body temperature instability,,
48ba4f59-87a5-5645-8ca7-8adb3f21d461,Body Weight,,
5055cc07-6f94-5699-aa2c-4d797703089d,Bone-marrow foam cells,C1856560,https://www.disgenet.org/browser/0/1/0/C1856560/
75dbfb25-71c6-5fdc-9e1a-92e3f19c80d8,Bone Cysts,C0152244,https://www.disgenet.org/browser/0/1/0/C0152244/
152e341c-4702-5526-95d6-508a425acd41,Bone Density,,
1c412101-b533-53a5-a0c1-22c8ba5e1523,bone destruction,C0238790,https://www.disgenet.org/browser/0/1/0/C0238790/
db3dba53-849d-58af-b2cf-5240e9846ce8,Bone Diseases,,
45d15fae-4fbc-5117-901f-cdb931c495bd,Bone infarction,,
cc2f135c-f568-585e-a112-0eb9d70c9765,Bone marrow biopsy shows erythroid hyperplasia,,
71c6b1a4-b5f1-5f98-81a1-b8eeee77bd63,Bone Marrow Diseases,C0005956,https://www.disgenet.org/browser/0/1/0/C0005956/
39d7ca3b-e5e0-5d67-a434-427d0c3cf508,Bone Marrow failure syndromes,C2931245,https://www.disgenet.org/browser/0/1/0/C2931245/
9b2f5a6b-a7e1-5ed5-a64e-b9f73e7c3981,Bone marrow hypocellularity,C1855710,https://www.disgenet.org/browser/0/1/0/C1855710/
f6daaff7-4431-5778-b387-2c8b6df5e6a5,Bone marrow myeloid dysplasia,C1320638,https://www.disgenet.org/browser/0/1/0/C1320638/
e332b913-f15b-5338-a5db-6f4514e9eedd,Bone marrow smear shows erythroid hyperplasia,,
125e6d23-f74d-5bd8-a431-28182dd819a8,Bone Marrow Suppression,C0280962,https://www.disgenet.org/browser/0/1/0/C0280962/
a758d061-4bb2-5fe4-9fc9-9e44b99b81a1,Bone marrow toxicity,C0948168,https://www.disgenet.org/browser/0/1/0/C0948168/
cf0490d8-900f-52bb-8f53-7176e501d9f9,Bone necrosis,C0029445,https://www.disgenet.org/browser/0/1/0/C0029445/
6960af4d-e349-5a90-97f0-e98c7eddb07e,Bone neoplasms,C0005967,https://www.disgenet.org/browser/0/1/0/C0005967/
aad928a8-453e-5d1f-8b39-1bb47681e2cc,Bone pain,,
61ccf146-aa46-5295-a500-2c3236bc0a27,Bone Resorption,,
0ab325ac-8f00-5b2b-88d1-d4c1821bf2be,Bone Sarcoma,C1704327,https://www.disgenet.org/browser/0/1/0/C1704327/
66e4f64a-e0d2-5eb4-807e-c5a1059a24e5,Bone spicule pigmentation of the retina,C1836926,https://www.disgenet.org/browser/0/1/0/C1836926/
7f56eb5f-2ed8-508a-b5da-d864ac2e9eae,Bonnevie-Ullrich Syndrome,C1527168,https://www.disgenet.org/browser/0/1/0/C1527168/
b9430198-9aef-5806-a6b0-63edb8328e10,Borderline lepromatous leprosy,C0343458,https://www.disgenet.org/browser/0/1/0/C0343458/
14770bd6-637a-5449-9a18-45da9d894a7b,Borderline mental retardation (I.Q. 70-85),,
9a071dd6-1ab6-5c7c-94ad-5cba44b56542,Borderline ovarian tumour,C0862506,https://www.disgenet.org/browser/0/1/0/C0862506/
388ba1a8-c0dd-55c4-8dad-05baddda96bd,Borderline Personality Disorder,C0006012,https://www.disgenet.org/browser/0/1/0/C0006012/
5a63aa2b-a91c-5813-a1d6-1d4df29807f4,Borna Disease,C0006023,https://www.disgenet.org/browser/0/1/0/C0006023/
d5557d54-5245-5dc3-946a-aa7c50530bb3,Boutonneuse Fever,C0006060,https://www.disgenet.org/browser/0/1/0/C0006060/
8e14799d-6db7-5e8c-b72e-4418e3c09e8f,Bowed and upward slanting eyebrows,,
a7d53618-6245-56b8-ac1d-6bc6385ca914,Bowel diverticula,,
b0e27333-bfcc-5b88-b7c3-584c5cdfbf57,Bowel diverticulosis,C1395674,https://www.disgenet.org/browser/0/1/0/C1395674/
10b6e746-4f88-56ff-9289-06facc7aaaec,Bowen's Disease,,
5365c875-379c-5c70-a63b-7abe348eb204,Bowing of the long bones,C1855340,https://www.disgenet.org/browser/0/1/0/C1855340/
621ed4ad-aac2-5fc5-922d-706e3c67285b,Brachycephaly,,
e492a526-3bcd-521e-bc63-d2ad35cffffb,Brachydactyly,,
0265a83b-9e79-5186-9ff7-4a4e25b639f4,Brachydactyly type A3,,
b47db02b-82ee-5d83-a6fd-a641145e4fef,Brachydactyly type C,C1862103,https://www.disgenet.org/browser/0/1/0/C1862103/
e34a183b-8dc4-5120-98f7-4296033c67d3,Brachyonychia,C0423808,https://www.disgenet.org/browser/0/1/0/C0423808/
9385356d-4f9c-5c52-b494-6999ec56d39a,Brachyturricephaly,C1857484,https://www.disgenet.org/browser/0/1/0/C1857484/
78e0f8e1-2312-58ed-a528-9691b5592fb1,Bradycardia,,
0fd8d063-c9fa-5bc5-b0b1-fe38f8cc5fdc,Bradykinesia,C0233565,https://www.disgenet.org/browser/0/1/0/C0233565/
57cfb229-32ed-5f49-a302-0ec3dc7cfd0b,Brain Abscess,C0006105,https://www.disgenet.org/browser/0/1/0/C0006105/
7cae90b8-6efc-53ac-82bb-d767dfa1c6c5,Brain and/or spinal cord issue,,
fdbf383c-2d0c-5b2d-99fa-fe24b9318af9,Brain Aneurysm,C0751003,https://www.disgenet.org/browser/0/1/0/C0751003/
3f22a9f5-0ca5-5928-a81d-aa4bb8a1a3e3,brain cyst,C0221760,https://www.disgenet.org/browser/0/1/0/C0221760/
ac1d78b2-d75d-5de6-8c25-5381ad5847e1,Brain Diseases,,
3bc723bd-65ee-56ff-9c3e-2118ea4d6141,Brain Edema,,
bf3f3106-174a-5649-9e55-54c2dc6e8fb8,Brain hemorrhage,C0553692,https://www.disgenet.org/browser/0/1/0/C0553692/
c1de8b7f-41ba-5568-9423-f50648a28372,Brain Infarction,,
a6db94c3-75ab-5c58-a482-84afc894f4e4,Brain Injuries,,
c6643743-dde5-5d0e-8271-d64741613251,Brain Ischemia,C0007786,https://www.disgenet.org/browser/0/1/0/C0007786/
acc9d60b-8285-581d-b0b9-8e5f148119b7,Brain Lacerations,,
2f945af0-0044-5644-9a9a-15ec0ac18a21,Brain Neoplasms,C0006118,https://www.disgenet.org/browser/0/1/0/C0006118/
3f11236a-966f-5a1e-a6b7-b5083b866ada,Brain Stem Glioma,,
5410ed5b-91bb-5ec6-9fe1-a15abf1ed4b0,Brain Stem Neoplasms,,
363de095-0ddc-5750-9584-b60070cb036e,Branchio-Oculo-Facial Syndrome,C0376524,https://www.disgenet.org/browser/0/1/0/C0376524/
c98a4a53-5b91-54ee-9582-9987278f348c,Branchio-Oto-Renal Syndrome,C0265234,https://www.disgenet.org/browser/0/1/0/C0265234/
d6da7cd6-1c73-50da-a82d-9d63f4142beb,Branchioma,C0006131,https://www.disgenet.org/browser/0/1/0/C0006131/
af52a1cc-b191-5579-b94e-3f4c78fd848f,Branchiootorenal Syndrome 2,C1970479,https://www.disgenet.org/browser/0/1/0/C1970479/
14f42ae6-09a9-55c1-8e52-e778bc4d6cb6,Breaking out,,
2019e711-be02-55bb-9983-be0dd9082e4b,Breast adenocarcinoma,C0858252,https://www.disgenet.org/browser/0/1/0/C0858252/
5ef495b7-e7e3-5155-85e2-108f5a03ba7d,BREAST CANCER 3,C1854365,https://www.disgenet.org/browser/0/1/0/C1854365/
d2b7b426-94bb-5e67-b50e-890c96b97f88,Breast cancer recurrent,C0278493,https://www.disgenet.org/browser/0/1/0/C0278493/
b103ac0c-33ce-5e84-a9a2-4fcc1bc9f637,Breast cancer stage II,C4721421,https://www.disgenet.org/browser/0/1/0/C4721421/
47e9fa5c-07db-5cda-b1b7-61ac56c0f203,Breast Carcinoma,,
05d2957d-98a3-5258-be8e-779e66c82dcd,Breast Diffuse Large B-Cell Lymphoma,C1511306,https://www.disgenet.org/browser/0/1/0/C1511306/
6d756148-f716-5a0a-a528-270d5c9a0232,Breast Diseases,,
45e5e39b-4090-5b7e-8db2-ca7c08b92576,Breast Fibrocystic Disease,C0016034,https://www.disgenet.org/browser/0/1/0/C0016034/
68fc714c-6c79-5b01-993d-7bb676ef0410,Breast size,C0425782,https://www.disgenet.org/browser/0/1/0/C0425782/
8831540d-3f27-51ac-935f-b323d44439ae,Breathing dysregulation,,
25d2f661-a366-5603-be12-33596e6a3f43,Breech Presentation,,
69265505-007f-537e-b715-c1d3f7bcb99a,Brenner Tumor,,
e077716c-e0f8-55ff-9d14-937fd6a9485e,Bright Disease,C1704377,https://www.disgenet.org/browser/0/1/0/C1704377/
a8fed6c8-6e09-5b03-a7ee-f7dfb0f1cafa,Brisk reflexes,C2673700,https://www.disgenet.org/browser/0/1/0/C2673700/
fd69e7d9-c417-5045-9ddc-5844f5213c6f,Brittle diabetes,C0342302,https://www.disgenet.org/browser/0/1/0/C0342302/
037ac009-6747-57a0-aa68-a9b0c253bca0,Brittle hair,,
97ad6055-6279-5688-8f57-e340b4702992,Broad-based gait,C0856863,https://www.disgenet.org/browser/0/1/0/C0856863/
fad6e83d-4aea-5b18-86c0-e5f6f895fada,Broad alveolar processes of jaw,,
d8035437-fe36-5c72-b58e-4aba407f3dfd,Broad alveolar ridges,C1857500,https://www.disgenet.org/browser/0/1/0/C1857500/
44b4fda4-f859-5139-a64f-4376dd2e2a9a,Broad chest,,
abcea441-1b0c-57db-820d-f8ed339eff11,Broad clavicle,C0426801,https://www.disgenet.org/browser/0/1/0/C0426801/
f3b07645-e784-5abf-a309-3deb921cbcc8,Broad columella,C1851059,https://www.disgenet.org/browser/0/1/0/C1851059/
e6bf5e2f-5ff1-5aab-937f-ecc63281ca4e,Broad cranium shape,,
0a414b1f-2a39-5a66-92c6-f1ee975248de,Broad distal phalanx of finger,C1850630,https://www.disgenet.org/browser/0/1/0/C1850630/
ed3600df-ca7f-5958-b304-2f504d36bae7,Broad eyebrow,C1856121,https://www.disgenet.org/browser/0/1/0/C1856121/
0fa9960a-f6da-544a-916f-d27d29b6549a,Broad face,C1859680,https://www.disgenet.org/browser/0/1/0/C1859680/
