id,label,pathway,acc,uri
ee24c39d-561c-5826-870c-d88494c2c601,Electron Transport Chain (OXPHOS system in mitochondria) WP111,Electron Transport Chain (OXPHOS system in mitochondria),WP111,https://www.wikipathways.org/index.php/Pathway:WP111
0a213cff-1525-5bcd-9627-ef27be1b5c27,Endochondral Ossification with Skeletal Dysplasias WP4808,Endochondral Ossification with Skeletal Dysplasias,WP4808,https://www.wikipathways.org/index.php/Pathway:WP4808
fdb63a06-d961-5ab8-80a5-ae65b0a471aa,Endochondral Ossification WP474,Endochondral Ossification,WP474,https://www.wikipathways.org/index.php/Pathway:WP474
3ee85139-6861-5a44-bfa6-72e00615e59c,Endoderm differentiation WP2853,Endoderm differentiation,WP2853,https://www.wikipathways.org/index.php/Pathway:WP2853
e67ba6d3-0dfb-5f63-99ca-987c8c48c3ff,Endometrial cancer WP4155,Endometrial cancer,WP4155,https://www.wikipathways.org/index.php/Pathway:WP4155
fc15f61c-02b8-5a42-8bcd-bd3ae5f38ac4,Endoplasmic reticulum stress response in coronavirus infection WP4861,Endoplasmic reticulum stress response in coronavirus infection,WP4861,https://www.wikipathways.org/index.php/Pathway:WP4861
dbb62bca-0c78-5fbd-aa4f-c09271e17544,Endothelin Pathways WP2197,Endothelin Pathways,WP2197,https://www.wikipathways.org/index.php/Pathway:WP2197
d7938a11-b6d9-565c-89be-fe35d6452bcd,Energy Metabolism WP1541,Energy Metabolism,WP1541,https://www.wikipathways.org/index.php/Pathway:WP1541
2df8efdb-b251-5ca2-8893-d31b3c83a843,Envelope proteins and their potential roles in EDMD physiopathology WP4535,Envelope proteins and their potential roles in EDMD physiopathology,WP4535,https://www.wikipathways.org/index.php/Pathway:WP4535
d6c9451e-3703-5eb9-9bcd-2466c64e0060,Epithelial to mesenchymal transition in colorectal cancer WP4239,Epithelial to mesenchymal transition in colorectal cancer,WP4239,https://www.wikipathways.org/index.php/Pathway:WP4239
e593bbe9-3742-59c9-b429-c6ed67c6d4e1,EPO Receptor Signaling WP581,EPO Receptor Signaling,WP581,https://www.wikipathways.org/index.php/Pathway:WP581
d94d4bd3-1ede-5da9-8e7a-4660deb207f1,ErbB signaling pathway WP673,ErbB signaling pathway,WP673,https://www.wikipathways.org/index.php/Pathway:WP673
860603c8-49fb-58d9-b1c4-1bec3af38628,ERK Pathway in Huntington's Disease WP3853,ERK Pathway in Huntington's Disease,WP3853,https://www.wikipathways.org/index.php/Pathway:WP3853
7dbca2bf-4e99-5982-a51a-ff62d62c2d88,ESC Pluripotency Pathways WP3931,ESC Pluripotency Pathways,WP3931,https://www.wikipathways.org/index.php/Pathway:WP3931
4c9c01bf-ae0f-5a1f-a699-efa7d747200c,Estrogen metabolism WP697,Estrogen metabolism,WP697,https://www.wikipathways.org/index.php/Pathway:WP697
fe9387c6-2554-525c-92b5-c32d09a54d88,Estrogen Receptor Pathway WP2881,Estrogen Receptor Pathway,WP2881,https://www.wikipathways.org/index.php/Pathway:WP2881
4cb753d4-b17e-5cc3-81e5-c4695df058ef,Estrogen signaling pathway WP712,Estrogen signaling pathway,WP712,https://www.wikipathways.org/index.php/Pathway:WP712
20e69e63-a0e9-5f91-a9e0-49374a2583a5,Ethanol effects on histone modifications WP3996,Ethanol effects on histone modifications,WP3996,https://www.wikipathways.org/index.php/Pathway:WP3996
9585495a-c623-56cd-a598-79225349d765,Ethanol metabolism resulting in production of ROS by CYP2E1 WP4269,Ethanol metabolism resulting in production of ROS by CYP2E1,WP4269,https://www.wikipathways.org/index.php/Pathway:WP4269
50146e93-c438-5c2b-ad12-d98a45281119,Eukaryotic Transcription Initiation WP405,Eukaryotic Transcription Initiation,WP405,https://www.wikipathways.org/index.php/Pathway:WP405
14f9e2fd-644f-52af-a91b-fce474abc593,EV release from cardiac cells and their functional effects WP3297,EV release from cardiac cells and their functional effects,WP3297,https://www.wikipathways.org/index.php/Pathway:WP3297
f6d57634-b5a2-555e-a89c-8a5d5561e21c,Exercise-induced Circadian Regulation WP410,Exercise-induced Circadian Regulation,WP410,https://www.wikipathways.org/index.php/Pathway:WP410
03299a0e-1521-5590-9e66-fccc982a4ea3,exRNA mechanism of action and biogenesis WP2805,exRNA mechanism of action and biogenesis,WP2805,https://www.wikipathways.org/index.php/Pathway:WP2805
35e27bf2-1ff4-5360-b70c-ae526c3f93c8,Extracellular vesicle-mediated signaling in recipient cells WP2870,Extracellular vesicle-mediated signaling in recipient cells,WP2870,https://www.wikipathways.org/index.php/Pathway:WP2870
38466e1e-214e-5726-b220-5668763167ca,Extracellular vesicles in the crosstalk of cardiac cells WP4300,Extracellular vesicles in the crosstalk of cardiac cells,WP4300,https://www.wikipathways.org/index.php/Pathway:WP4300
7c2455f8-ad20-5380-9eeb-7a304143d0d2,Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling WP3850,Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling,WP3850,https://www.wikipathways.org/index.php/Pathway:WP3850
a2e58777-bfb4-5a7f-a4f7-4f3a41ba54b4,Farnesoid X receptor pathway WP2879,Farnesoid X receptor pathway,WP2879,https://www.wikipathways.org/index.php/Pathway:WP2879
efae001f-d4d1-5f0b-a604-5cc298cbbd5d,Fas ligand pathway and stress induction of heat shock proteins WP314,Fas ligand pathway and stress induction of heat shock proteins,WP314,https://www.wikipathways.org/index.php/Pathway:WP314
4992f4ed-cca5-5fa9-b620-5e00a9a0fdf6,Fatty acid beta-oxidation WP143,Fatty acid beta-oxidation,WP143,https://www.wikipathways.org/index.php/Pathway:WP143
67d34bab-9d0c-59e3-8fa8-776af0ee6a2c,Fatty Acid Biosynthesis WP357,Fatty Acid Biosynthesis,WP357,https://www.wikipathways.org/index.php/Pathway:WP357
d1c5225c-0a9d-5bcd-b152-299910b6306a,Fatty Acid Omega Oxidation WP206,Fatty Acid Omega Oxidation,WP206,https://www.wikipathways.org/index.php/Pathway:WP206
53451fb0-9cbf-5131-9c86-b1e309b978c9,Fatty acid transporters WP5061,Fatty acid transporters,WP5061,https://www.wikipathways.org/index.php/Pathway:WP5061
fc15f4ff-cc82-59b2-b842-8f0acf7013c5,FBXL10 enhancement of MAP/ERK signaling in diffuse large B-cell lymphoma WP4553,FBXL10 enhancement of MAP/ERK signaling in diffuse large B-cell lymphoma,WP4553,https://www.wikipathways.org/index.php/Pathway:WP4553
5a65ee85-9832-5c6e-a88f-f1a45aec00fb,Ferroptosis WP4313,Ferroptosis,WP4313,https://www.wikipathways.org/index.php/Pathway:WP4313
cdd7880a-4eec-56fd-ba06-369586c7cbe3,FGF23 signaling in hypophosphatemic rickets and related disorders WP4790,FGF23 signaling in hypophosphatemic rickets and related disorders,WP4790,https://www.wikipathways.org/index.php/Pathway:WP4790
db850eb2-1c6d-5c4f-ae8d-1a1d7520a307,FGFR3 signaling in chondrocyte proliferation and terminal differentiation WP4767,FGFR3 signaling in chondrocyte proliferation and terminal differentiation,WP4767,https://www.wikipathways.org/index.php/Pathway:WP4767
abc1abc1-3a60-569c-a581-75c52380a48e,Fibrin Complement Receptor 3 Signaling Pathway WP4136,Fibrin Complement Receptor 3 Signaling Pathway,WP4136,https://www.wikipathways.org/index.php/Pathway:WP4136
71c992e9-f6b6-5dd8-a7bc-de129dd2736c,Fluoroacetic acid toxicity WP4966,Fluoroacetic acid toxicity,WP4966,https://www.wikipathways.org/index.php/Pathway:WP4966
57d25466-b687-5234-acc2-c0e19e723dde,Fluoropyrimidine Activity WP1601,Fluoropyrimidine Activity,WP1601,https://www.wikipathways.org/index.php/Pathway:WP1601
ed21e5e8-c342-5a65-98b4-84c6ae0a8178,Focal Adhesion WP306,Focal Adhesion,WP306,https://www.wikipathways.org/index.php/Pathway:WP306
91cb1abe-a2ac-5277-be84-9ca35001ee7d,Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,Focal Adhesion-PI3K-Akt-mTOR-signaling pathway,WP3932,https://www.wikipathways.org/index.php/Pathway:WP3932
c51b1b29-33ea-5e09-bc22-5f807d5f626c,Folate Metabolism WP176,Folate Metabolism,WP176,https://www.wikipathways.org/index.php/Pathway:WP176
5a606a1c-d23b-5317-88b7-6be867e7ed3b,Folate-Alcohol and Cancer Pathway Hypotheses WP1589,Folate-Alcohol and Cancer Pathway Hypotheses,WP1589,https://www.wikipathways.org/index.php/Pathway:WP1589
d1c2978f-7de2-5f7c-8785-35e2089d40d5,Follicle Stimulating Hormone (FSH) signaling pathway WP2035,Follicle Stimulating Hormone (FSH) signaling pathway,WP2035,https://www.wikipathways.org/index.php/Pathway:WP2035
671b3397-3c94-5e62-a98d-e43df4bc8b12,FOXA2 pathway WP5066,FOXA2 pathway,WP5066,https://www.wikipathways.org/index.php/Pathway:WP5066
29637ae5-a5cc-5991-8908-19491a3d7c35,FOXP3 in COVID-19 WP5063,FOXP3 in COVID-19,WP5063,https://www.wikipathways.org/index.php/Pathway:WP5063
b0116488-af36-5b12-8091-be44a4ff6d87,Fragile X Syndrome  WP4549,Fragile X Syndrome ,WP4549,https://www.wikipathways.org/index.php/Pathway:WP4549
045a79a8-fb2e-500f-92cf-98f279c96c5a,FTO Obesity Variant Mechanism WP3407,FTO Obesity Variant Mechanism,WP3407,https://www.wikipathways.org/index.php/Pathway:WP3407
df88cfcd-d184-5c3d-b641-6b1fe083a975,G Protein Signaling Pathways WP35,G Protein Signaling Pathways,WP35,https://www.wikipathways.org/index.php/Pathway:WP35
39465791-753b-5c5f-af00-1e80247d65c7,G1 to S cell cycle control WP45,G1 to S cell cycle control,WP45,https://www.wikipathways.org/index.php/Pathway:WP45
e2ef9e24-3d43-5780-b844-23c08a05d754,G13 Signaling Pathway WP524,G13 Signaling Pathway,WP524,https://www.wikipathways.org/index.php/Pathway:WP524
0eac5239-9f90-5a37-9e04-98cca93cd1a3,GABA metabolism (aka GHB) WP4157,GABA metabolism (aka GHB),WP4157,https://www.wikipathways.org/index.php/Pathway:WP4157
bade9b39-df9f-578e-bfd2-1dd15df2286c,GABA receptor Signaling WP4159,GABA receptor Signaling,WP4159,https://www.wikipathways.org/index.php/Pathway:WP4159
b9c26c0a-eec2-5ce2-9dd6-37908a77d054,Galanin receptor pathway WP4970,Galanin receptor pathway,WP4970,https://www.wikipathways.org/index.php/Pathway:WP4970
0835d683-3744-528a-b4d8-6a4b7bcdfbbe,"Gamma-glutamyl cycle for the biosynthesis and degradation of glutathione, including diseases WP4518","Gamma-glutamyl cycle for the biosynthesis and degradation of glutathione, including diseases",WP4518,https://www.wikipathways.org/index.php/Pathway:WP4518
9d3bbf86-a2ff-5293-ba8d-24ef44ddd1d0,Ganglio Sphingolipid Metabolism WP1423,Ganglio Sphingolipid Metabolism,WP1423,https://www.wikipathways.org/index.php/Pathway:WP1423
7326d0d0-8d46-53f4-9a51-cb83191b025c,Gastric acid production WP2596,Gastric acid production,WP2596,https://www.wikipathways.org/index.php/Pathway:WP2596
929decd8-9e92-5a39-9bdf-9e20c2725018,Gastric Cancer Network 1 WP2361,Gastric Cancer Network 1,WP2361,https://www.wikipathways.org/index.php/Pathway:WP2361
760d879f-f8fe-5d85-8898-4dd1098c358f,Gastric Cancer Network 2 WP2363,Gastric Cancer Network 2,WP2363,https://www.wikipathways.org/index.php/Pathway:WP2363
7720e852-6b66-5382-98c9-616393a41cf4,Gastrin signaling pathway WP4659,Gastrin signaling pathway,WP4659,https://www.wikipathways.org/index.php/Pathway:WP4659
22a7beb4-d766-500a-add2-f6498ab36dbd,GDNF/RET signaling axis WP4830,GDNF/RET signaling axis,WP4830,https://www.wikipathways.org/index.php/Pathway:WP4830
40798355-357d-54ac-8199-7a1868b4fd0a,Gene regulatory network modelling somitogenesis  WP2854,Gene regulatory network modelling somitogenesis ,WP2854,https://www.wikipathways.org/index.php/Pathway:WP2854
89fe855c-6841-50bc-a7d7-6e4c0428b325,Genes controlling nephrogenesis WP4823,Genes controlling nephrogenesis,WP4823,https://www.wikipathways.org/index.php/Pathway:WP4823
0539c834-3065-55cc-85fb-655f40c3262a,Genes related to primary cilium development (based on CRISPR) WP4536,Genes related to primary cilium development (based on CRISPR),WP4536,https://www.wikipathways.org/index.php/Pathway:WP4536
958b822e-2e14-55f0-8077-a683913cc33b,Genes targeted by miRNAs in adipocytes WP1992,Genes targeted by miRNAs in adipocytes,WP1992,https://www.wikipathways.org/index.php/Pathway:WP1992
644d6784-9e82-5565-9344-0d6498e4d310,Genotoxicity pathway WP4286,Genotoxicity pathway,WP4286,https://www.wikipathways.org/index.php/Pathway:WP4286
49f39f50-8fc0-5844-816c-dc622ca24fd0,Glial Cell Differentiation WP2276,Glial Cell Differentiation,WP2276,https://www.wikipathways.org/index.php/Pathway:WP2276
954c315b-1201-5728-a0ba-42a69cf1818c,Glioblastoma signaling pathways WP2261,Glioblastoma signaling pathways,WP2261,https://www.wikipathways.org/index.php/Pathway:WP2261
7f64b067-01bd-5d28-a699-3287fd548724,Globo Sphingolipid Metabolism WP1424,Globo Sphingolipid Metabolism,WP1424,https://www.wikipathways.org/index.php/Pathway:WP1424
e29b5241-d166-5e37-847f-647357456ad0,Glucocorticoid Receptor Pathway WP2880,Glucocorticoid Receptor Pathway,WP2880,https://www.wikipathways.org/index.php/Pathway:WP2880
2f91e86c-d6bd-58f1-b1d1-e20f41aba03f,Glucuronidation WP698,Glucuronidation,WP698,https://www.wikipathways.org/index.php/Pathway:WP698
0a210010-cb4e-54dd-8ad2-95a289958316,Glutathione metabolism WP100,Glutathione metabolism,WP100,https://www.wikipathways.org/index.php/Pathway:WP100
57c659cb-38a0-5d1b-8fc9-a21fd5b54810,Glycerolipids and Glycerophospholipids WP4722,Glycerolipids and Glycerophospholipids,WP4722,https://www.wikipathways.org/index.php/Pathway:WP4722
f98a9e54-2cbb-518f-8788-800f7d6aa26e,Glycerophospholipid Biosynthetic Pathway WP2533,Glycerophospholipid Biosynthetic Pathway,WP2533,https://www.wikipathways.org/index.php/Pathway:WP2533
55f71c41-9ea8-5cdc-af01-059492a70a83,Glycogen Synthesis and Degradation WP500,Glycogen Synthesis and Degradation,WP500,https://www.wikipathways.org/index.php/Pathway:WP500
0f66098c-698f-53fe-923a-80f8c26773c4,Glycolysis and Gluconeogenesis WP534,Glycolysis and Gluconeogenesis,WP534,https://www.wikipathways.org/index.php/Pathway:WP534
164089de-35a3-5d91-9258-266c350761a2,Glycolysis in senescence WP5049,Glycolysis in senescence,WP5049,https://www.wikipathways.org/index.php/Pathway:WP5049
e1358a0c-390c-59a2-8e05-1f87fef90bfc,Glycosaminoglycan degradation WP4815,Glycosaminoglycan degradation,WP4815,https://www.wikipathways.org/index.php/Pathway:WP4815
01a75338-914c-58ad-aa25-e787eed1c08f,Glycosylation and related congenital defects WP4521,Glycosylation and related congenital defects,WP4521,https://www.wikipathways.org/index.php/Pathway:WP4521
cc143e40-02de-562e-9a2a-23317ec3e172,"GPCRs, Class A Rhodopsin-like WP455","GPCRs, Class A Rhodopsin-like",WP455,https://www.wikipathways.org/index.php/Pathway:WP455
fbe263e7-2a29-587c-b6ad-6603f36e121c,"GPCRs, Class B Secretin-like WP334","GPCRs, Class B Secretin-like",WP334,https://www.wikipathways.org/index.php/Pathway:WP334
22108312-2f76-548d-a2dc-213419fe8781,"GPCRs, Class C Metabotropic glutamate, pheromone WP501","GPCRs, Class C Metabotropic glutamate, pheromone",WP501,https://www.wikipathways.org/index.php/Pathway:WP501
5f5d7116-4f11-5938-b494-9d7d5b5a1588,"GPCRs, Other WP117","GPCRs, Other",WP117,https://www.wikipathways.org/index.php/Pathway:WP117
64ebb3f7-b687-5fd1-a5f8-66079ae861fd,GPR40 Pathway WP3958,GPR40 Pathway,WP3958,https://www.wikipathways.org/index.php/Pathway:WP3958
f0d98d4c-d79f-5fd9-ac04-47c873010496,H19 action Rb-E2F1 signaling and CDK-Beta-catenin activity WP3969,H19 action Rb-E2F1 signaling and CDK-Beta-catenin activity,WP3969,https://www.wikipathways.org/index.php/Pathway:WP3969
ccf5e6da-6d8b-517e-b28c-3db3dce5ef51,Hair Follicle Development: Organogenesis - Part 2 of 3 WP2839,Hair Follicle Development: Organogenesis - Part 2 of 3,WP2839,https://www.wikipathways.org/index.php/Pathway:WP2839
423cdfe0-4e9d-575e-9ee4-85f21fd29d19,Head and Neck Squamous Cell Carcinoma WP4674,Head and Neck Squamous Cell Carcinoma,WP4674,https://www.wikipathways.org/index.php/Pathway:WP4674
ed7ce7b1-3a3f-552e-a34f-05924981338f,Heart Development WP1591,Heart Development,WP1591,https://www.wikipathways.org/index.php/Pathway:WP1591
0e30fd97-58c9-5464-90ac-37ef01bea8ab,Hedgehog Signaling Pathway Netpath WP47,Hedgehog Signaling Pathway Netpath,WP47,https://www.wikipathways.org/index.php/Pathway:WP47
c83d2cc1-9401-5b01-b39b-51abafb74b0c,Hedgehog Signaling Pathway WP4249,Hedgehog Signaling Pathway,WP4249,https://www.wikipathways.org/index.php/Pathway:WP4249
16116a43-413a-5d32-b948-1e15eb4607c8,Hematopoietic Stem Cell Differentiation WP2849,Hematopoietic Stem Cell Differentiation,WP2849,https://www.wikipathways.org/index.php/Pathway:WP2849
74bddc24-bf43-5841-9dd1-f30bb89ea122,Hematopoietic Stem Cell Gene Regulation by GABP alpha/beta Complex WP3657,Hematopoietic Stem Cell Gene Regulation by GABP alpha/beta Complex,WP3657,https://www.wikipathways.org/index.php/Pathway:WP3657
fa8acdcc-8220-545a-a84f-00a65d477fb1,Heme Biosynthesis WP561,Heme Biosynthesis,WP561,https://www.wikipathways.org/index.php/Pathway:WP561
ef3ba0fb-c332-5198-9724-a7271363e359,Hepatitis B infection WP4666,Hepatitis B infection,WP4666,https://www.wikipathways.org/index.php/Pathway:WP4666
54f53165-6057-5383-a387-2dbc3fb1852e,Hepatitis C and Hepatocellular Carcinoma WP3646,Hepatitis C and Hepatocellular Carcinoma,WP3646,https://www.wikipathways.org/index.php/Pathway:WP3646
fa1691c1-0a13-521c-8bd4-665178d869a9,Hereditary leiomyomatosis and renal cell carcinoma pathway WP4206,Hereditary leiomyomatosis and renal cell carcinoma pathway,WP4206,https://www.wikipathways.org/index.php/Pathway:WP4206
fb6a73f2-e2ce-5a9e-a9e9-bc024236347c,Hfe effect on hepcidin production WP3924,Hfe effect on hepcidin production,WP3924,https://www.wikipathways.org/index.php/Pathway:WP3924
b48e641c-8beb-5b0f-b7ba-5b0d3541cf94,HIF1A and PPARG regulation of glycolysis WP2456,HIF1A and PPARG regulation of glycolysis,WP2456,https://www.wikipathways.org/index.php/Pathway:WP2456
a4225059-f1fa-5e9c-9eda-5844749b56f5,Hijack of ubiquitination by SARS-CoV-2 WP4860,Hijack of ubiquitination by SARS-CoV-2,WP4860,https://www.wikipathways.org/index.php/Pathway:WP4860
75a80017-9252-5662-aace-82c1c08a7769,Hippo-Merlin Signaling Dysregulation WP4541,Hippo-Merlin Signaling Dysregulation,WP4541,https://www.wikipathways.org/index.php/Pathway:WP4541
3a71a5bb-6206-50ae-be89-c351d73f1453,Hippo-Yap signaling pathway WP4537,Hippo-Yap signaling pathway,WP4537,https://www.wikipathways.org/index.php/Pathway:WP4537
0a0b4f9f-dab3-5b1b-972c-20be710a53da,Histone Modifications WP2369,Histone Modifications,WP2369,https://www.wikipathways.org/index.php/Pathway:WP2369
cf78e553-7dbf-5a8a-bfd6-694bfb763c79,Homologous recombination WP186,Homologous recombination,WP186,https://www.wikipathways.org/index.php/Pathway:WP186
5f44ffea-cc38-56a4-84bb-6ec79afe4cfe,Host-pathogen interaction of human coronaviruses - apoptosis WP4864,Host-pathogen interaction of human coronaviruses - apoptosis,WP4864,https://www.wikipathways.org/index.php/Pathway:WP4864
f55781da-c770-5b9b-abcf-ec18fc1661ad,Host-pathogen interaction of human coronaviruses - autophagy WP4863,Host-pathogen interaction of human coronaviruses - autophagy,WP4863,https://www.wikipathways.org/index.php/Pathway:WP4863
b0a13220-2a28-5990-bf9e-d636a43d4e7e,Host-pathogen interaction of human coronaviruses - interferon induction WP4880,Host-pathogen interaction of human coronaviruses - interferon induction,WP4880,https://www.wikipathways.org/index.php/Pathway:WP4880
7b45e9df-ad6d-5962-9230-c8bbe00d1eca,Host-pathogen interaction of human coronaviruses - MAPK signaling WP4877,Host-pathogen interaction of human coronaviruses - MAPK signaling,WP4877,https://www.wikipathways.org/index.php/Pathway:WP4877
18a4b7c2-9e77-5870-af34-59f6959c6967,Hypertrophy Model WP516,Hypertrophy Model,WP516,https://www.wikipathways.org/index.php/Pathway:WP516
1aaac241-a7a4-55a5-8be2-04b9028c4dbe,Hypothesized Pathways in Pathogenesis of Cardiovascular Disease WP3668,Hypothesized Pathways in Pathogenesis of Cardiovascular Disease,WP3668,https://www.wikipathways.org/index.php/Pathway:WP3668
831ceed1-c4d1-53f8-a6d9-3fe0be7256f6,Hypothetical Craniofacial Development Pathway WP3655,Hypothetical Craniofacial Development Pathway,WP3655,https://www.wikipathways.org/index.php/Pathway:WP3655
de5c5255-995b-5114-a760-71afe6ea228b,ID signaling pathway WP53,ID signaling pathway,WP53,https://www.wikipathways.org/index.php/Pathway:WP53
de87ed5c-4e14-596c-aa9e-bd4b4eb6d9f4,IL-1 signaling pathway WP195,IL-1 signaling pathway,WP195,https://www.wikipathways.org/index.php/Pathway:WP195
f4386c87-8b12-5feb-b27b-5e2d4c9f56f2,IL-10 Anti-inflammatory Signaling Pathway  WP4495,IL-10 Anti-inflammatory Signaling Pathway ,WP4495,https://www.wikipathways.org/index.php/Pathway:WP4495
21322227-4bc4-5cff-ba82-8edba10bcf3a,IL-18 signaling pathway WP4754,IL-18 signaling pathway,WP4754,https://www.wikipathways.org/index.php/Pathway:WP4754
19750b77-f4ba-5544-b089-54cbe5a9a5bf,IL-2 signaling pathway WP49,IL-2 signaling pathway,WP49,https://www.wikipathways.org/index.php/Pathway:WP49
52849455-8352-5b4f-9117-49cebcbb77b4,IL-3 signaling pathway WP286,IL-3 signaling pathway,WP286,https://www.wikipathways.org/index.php/Pathway:WP286
b24b379f-38bf-517b-90a2-6db4feb0c425,IL-4 signaling pathway WP395,IL-4 signaling pathway,WP395,https://www.wikipathways.org/index.php/Pathway:WP395
e9db5a4b-795a-51b5-a18d-a2358bee4e07,IL-5 signaling pathway WP127,IL-5 signaling pathway,WP127,https://www.wikipathways.org/index.php/Pathway:WP127
ec408805-eef6-573e-a752-29273b65f775,IL-6 signaling pathway WP364,IL-6 signaling pathway,WP364,https://www.wikipathways.org/index.php/Pathway:WP364
240f999c-7160-564f-b467-c929eedd3658,IL-7 signaling pathway WP205,IL-7 signaling pathway,WP205,https://www.wikipathways.org/index.php/Pathway:WP205
05abf156-1cf5-5bcf-93c7-bd19c8db97a0,IL-9 signaling pathway WP22,IL-9 signaling pathway,WP22,https://www.wikipathways.org/index.php/Pathway:WP22
b880c6d2-0632-5cc2-9d0c-55e99abdbfad,IL1 and megakaryocytes in obesity WP2865,IL1 and megakaryocytes in obesity,WP2865,https://www.wikipathways.org/index.php/Pathway:WP2865
c1c70b43-1df2-5e85-a0e2-2f9456d1eff2,IL17 signaling pathway WP2112,IL17 signaling pathway,WP2112,https://www.wikipathways.org/index.php/Pathway:WP2112
5733b12f-246b-5b0e-993a-ed2dadb4270e,Imatinib and Chronic Myeloid Leukemia WP3640,Imatinib and Chronic Myeloid Leukemia,WP3640,https://www.wikipathways.org/index.php/Pathway:WP3640
315266c5-2e05-5882-823f-543800d592c4,Immune response to tuberculosis WP4197,Immune response to tuberculosis,WP4197,https://www.wikipathways.org/index.php/Pathway:WP4197
fafb0640-b919-588d-ab45-5fd995fcb7de,Inflammatory Response Pathway WP453,Inflammatory Response Pathway,WP453,https://www.wikipathways.org/index.php/Pathway:WP453
100f648f-ac5d-5af7-acd5-14ac5bade4a2,Inhibition of exosome biogenesis and secretion by Manumycin A in CRPC cells WP4301,Inhibition of exosome biogenesis and secretion by Manumycin A in CRPC cells,WP4301,https://www.wikipathways.org/index.php/Pathway:WP4301
041ff273-c637-560f-8379-4c8bcc4f87a0,Initiation of transcription and translation elongation at the HIV-1 LTR WP3414,Initiation of transcription and translation elongation at the HIV-1 LTR,WP3414,https://www.wikipathways.org/index.php/Pathway:WP3414
72dc244c-0405-5735-92fd-bead9efa6cbe,Insulin signaling in adipocytes (diabetic condition) WP3635,Insulin signaling in adipocytes (diabetic condition),WP3635,https://www.wikipathways.org/index.php/Pathway:WP3635
26f33629-01a6-5a4e-adba-d252722b2ca1,Insulin signaling in adipocytes (normal condition) WP3634,Insulin signaling in adipocytes (normal condition),WP3634,https://www.wikipathways.org/index.php/Pathway:WP3634
17fb5af0-7960-58d6-b9aa-d36d8ce1b602,Insulin Signaling WP481,Insulin Signaling,WP481,https://www.wikipathways.org/index.php/Pathway:WP481
448613d5-0555-5b25-977f-7444f17a63c5,Integrated breast cancer pathway WP1984,Integrated breast cancer pathway,WP1984,https://www.wikipathways.org/index.php/Pathway:WP1984
8dbd48bd-afd9-5548-a378-c5c1f8e75837,Integrated Cancer Pathway WP1971,Integrated Cancer Pathway,WP1971,https://www.wikipathways.org/index.php/Pathway:WP1971
30119b36-2a6b-554d-81fc-ef0d2fcd2aa1,Integrin-mediated Cell Adhesion WP185,Integrin-mediated Cell Adhesion,WP185,https://www.wikipathways.org/index.php/Pathway:WP185
30e81e56-3d62-5a08-8e9e-664c5ea36f1e,Interactions between immune cells and microRNAs in tumor microenvironment WP4559,Interactions between immune cells and microRNAs in tumor microenvironment,WP4559,https://www.wikipathways.org/index.php/Pathway:WP4559
15b42e63-6a25-5ebf-be4e-005b95f78255,Interactome of polycomb repressive complex 2 (PRC2)  WP2916,Interactome of polycomb repressive complex 2 (PRC2) ,WP2916,https://www.wikipathways.org/index.php/Pathway:WP2916
d618c697-2fa3-570a-a8cf-429a9dbfa085,Interferon type I signaling pathways WP585,Interferon type I signaling pathways,WP585,https://www.wikipathways.org/index.php/Pathway:WP585
7d39d2ce-cc10-528e-9a3d-4ccd86bcda1a,Interleukin-1 Induced Activation of NF-kappa-B WP3656,Interleukin-1 Induced Activation of NF-kappa-B,WP3656,https://www.wikipathways.org/index.php/Pathway:WP3656
3870106c-c211-5c10-86a6-719d22ab2713,Interleukin-11 Signaling Pathway WP2332,Interleukin-11 Signaling Pathway,WP2332,https://www.wikipathways.org/index.php/Pathway:WP2332
d5ffca9e-bf82-5385-ba15-b4fa4302be8c,Intracellular trafficking proteins involved in CMT neuropathy WP4856,Intracellular trafficking proteins involved in CMT neuropathy,WP4856,https://www.wikipathways.org/index.php/Pathway:WP4856
292da531-de53-55a1-8986-0a6ad02422bf,Intraflagellar transport proteins binding to dynein WP4532,Intraflagellar transport proteins binding to dynein,WP4532,https://www.wikipathways.org/index.php/Pathway:WP4532
d6c4884d-35f4-50dd-bf19-73867b2e0513,Irinotecan pathway WP229,Irinotecan pathway,WP229,https://www.wikipathways.org/index.php/Pathway:WP229
cdec6636-70e3-5c1d-91b1-d1fd0e709b4a,Iron metabolism in placenta WP2007,Iron metabolism in placenta,WP2007,https://www.wikipathways.org/index.php/Pathway:WP2007
3d43826e-62df-5f23-98c6-d3a41b07b058,Joubert Syndrome WP4656,Joubert Syndrome,WP4656,https://www.wikipathways.org/index.php/Pathway:WP4656
57fd059c-aa73-55cf-8c55-b375904ed104,Kallmann's Syndrome WP5074,Kallmann's Syndrome,WP5074,https://www.wikipathways.org/index.php/Pathway:WP5074
a9fca4d7-d666-597e-b51b-dba02ac4b0d8,Kennedy pathway from sphingolipids WP3933,Kennedy pathway from sphingolipids,WP3933,https://www.wikipathways.org/index.php/Pathway:WP3933
a0731b5b-8887-55be-ae0a-c822b62989d7,Ketogenesis and Ketolysis WP4742,Ketogenesis and Ketolysis,WP4742,https://www.wikipathways.org/index.php/Pathway:WP4742
